release_group_mbid,release_group_name,genre,release_year,artist_name,release_id,cover_art_id,imUrl,decade,image_file
a4a1f8a3-26c9-483e-a97a-562b16302eb4,Guitar Workshop,jazz,1970,杉本喜代志,da9b97c6-8000-4df4-8768-4837372e51f5,33450580047,http://coverartarchive.org/release/da9b97c6-8000-4df4-8768-4837372e51f5/33450580047-250.jpg,1970s,杉本喜代志_Guitar_Workshop.jpg
57c1e9fe-a85c-4ec6-b3be-1ab7c220f06c,Black Sugar,jazz,1971,Black Sugar,0597478e-f878-4b47-ab20-57cd988b1362,12477690054,http://coverartarchive.org/release/0597478e-f878-4b47-ab20-57cd988b1362/12477690054-250.jpg,1970s,Black_Sugar_Black_Sugar.jpg
0d456eb0-2811-4497-94cb-0e249880fb28,Malagasy,jazz,1972,Jef Gilson,0db075bf-de03-476e-a763-ec15826b73f6,28579396109,http://coverartarchive.org/release/0db075bf-de03-476e-a763-ec15826b73f6/28579396109-250.jpg,1970s,Jef_Gilson_Malagasy.jpg
6405689e-18f5-330b-8864-8d522047b0b1,Sweet Sister Funk,jazz,1974,Ramon Morris,9982e9a5-a4eb-44d2-985a-de8b93c13a76,3590621285,http://coverartarchive.org/release/9982e9a5-a4eb-44d2-985a-de8b93c13a76/3590621285-250.jpg,1970s,Ramon_Morris_Sweet_Sister_Funk.jpg
128aca5a-5322-3559-881b-e29f08d55d00,The Blackbyrds,jazz,1974,The Blackbyrds,ab27a8fd-1d2d-4c53-b554-146885ba89a7,2569157966,http://coverartarchive.org/release/ab27a8fd-1d2d-4c53-b554-146885ba89a7/2569157966-250.jpg,1970s,The_Blackbyrds_The_Blackbyrds.jpg
cd60d4f8-4af0-4dc7-9dff-34b68dd5aa4b,A Head Wind,jazz,1975,向井滋春,5381578a-37c7-4d36-a59b-c70a075abf10,32879554604,http://coverartarchive.org/release/5381578a-37c7-4d36-a59b-c70a075abf10/32879554604-250.jpg,1970s,向井滋春_A_Head_Wind.jpg
9cbd8dd0-45e5-450d-887b-6a951ee971e2,CCC,jazz,1975,Curt Cress Clan,2dcbe024-dd93-4e36-82c8-be32f0d8c640,9995274397,http://coverartarchive.org/release/2dcbe024-dd93-4e36-82c8-be32f0d8c640/9995274397-250.jpg,1970s,Curt_Cress_Clan_CCC.jpg
01250dc7-b51a-4387-9907-e7808d21bb46,Jazz a confronto 19,jazz,1975,Mal Waldron,41e7e17b-9d3e-4623-8457-53adc67dcf7d,31991324579,http://coverartarchive.org/release/41e7e17b-9d3e-4623-8457-53adc67dcf7d/31991324579-250.jpg,1970s,Mal_Waldron_Jazz_a_confronto_19.jpg
910e6633-d69a-4231-a4b8-7a93d81b2377,Jazz a confronto 27,jazz,1975,Archie Shepp,1b0662e0-853c-4187-b31c-5e4d8d8e77a3,16170176395,http://coverartarchive.org/release/1b0662e0-853c-4187-b31c-5e4d8d8e77a3/16170176395-250.jpg,1970s,Archie_Shepp_Jazz_a_confronto_27.jpg
ce9f260c-514a-4eb9-a9a3-c3da228f5b6d,Y Viva La Felicidad...!,jazz,1975,Juan Pablo Torres,d7c1ea7f-759d-422d-bbd9-5289baee95ab,25016622234,http://coverartarchive.org/release/d7c1ea7f-759d-422d-bbd9-5289baee95ab/25016622234-250.jpg,1970s,Juan_Pablo_Torres_Y_Viva_La_Felicidad...!.jpg
