release_group_mbid,release_group_name,genre,release_year,artist_name,release_id,cover_art_id,imUrl,decade,image_file
bf29db24-3166-4ab7-aded-026201eab67b,Jingle Encore,electronic,1972,Roger Roger,f058f0c6-ac5d-421a-a383-a3658856a7e3,32207875171,http://coverartarchive.org/release/f058f0c6-ac5d-421a-a383-a3658856a7e3/32207875171-250.jpg,1970s,Roger_Roger_Jingle_Encore.jpg
54f09745-4433-4003-aaf6-cf784898cd59,Interstellar Reggae Drive,electronic,1973,Colonel Elliot & The Lunatics,adcc2943-ab30-4839-a1d4-56967c037ad0,15314873758,http://coverartarchive.org/release/adcc2943-ab30-4839-a1d4-56967c037ad0/15314873758-250.jpg,1970s,Colonel_Elliot_&_The_Lunatics_Interstellar_Reggae_Drive.jpg
e15d5ad8-9ebd-4c42-a755-67aa5c13d148,Electronic Sounds,electronic,1974,Georges Rodi,5d11bcf6-ad28-46d0-81dc-103833a125a6,20651459942,http://coverartarchive.org/release/5d11bcf6-ad28-46d0-81dc-103833a125a6/20651459942-250.jpg,1970s,Georges_Rodi_Electronic_Sounds.jpg
f2819c04-8bc3-489c-89e4-43c83cbb995a,The Strange World of Bernard Fevre,electronic,1977,Bernard Fêvre,b911e4fb-98fb-4ca6-86c3-eaaf9b1fee68,1987134131,http://coverartarchive.org/release/b911e4fb-98fb-4ca6-86c3-eaaf9b1fee68/1987134131-250.jpg,1970s,Bernard_Fêvre_The_Strange_World_of_Bernard_Fevre.jpg
5225bb9f-b0b5-435d-a83a-4199702a3495,Bobby Caldwell,electronic,1978,Bobby Caldwell,96167f55-c909-44a6-a058-3ee10cb6d8fd,36789445199,http://coverartarchive.org/release/96167f55-c909-44a6-a058-3ee10cb6d8fd/36789445199-250.jpg,1970s,Bobby_Caldwell_Bobby_Caldwell.jpg
d1c8f012-fc61-4964-8ffb-1a9d85c4d67b,"Come On Dance, Dance",electronic,1978,Saturday Night Band,7c6b2ed4-bcc9-46a9-9fda-3191bc3b0cee,19137183895,http://coverartarchive.org/release/7c6b2ed4-bcc9-46a9-9fda-3191bc3b0cee/19137183895-250.jpg,1970s,"Saturday_Night_Band_Come_On_Dance,_Dance.jpg"
82c4fe2b-d4ab-4100-92f9-38ac2df5af19,Crystallization,electronic,1978,SAB,79310a28-4fd0-42ba-b297-03de31655ef5,26860802618,http://coverartarchive.org/release/79310a28-4fd0-42ba-b297-03de31655ef5/26860802618-250.jpg,1970s,SAB_Crystallization.jpg
d4ce88a2-78f9-411b-b946-111e3d300a90,Migrations,electronic,1978,Richard Vimal,265da9ad-db32-41d3-9098-81d4deb3d7f9,12989084455,http://coverartarchive.org/release/265da9ad-db32-41d3-9098-81d4deb3d7f9/12989084455-250.jpg,1970s,Richard_Vimal_Migrations.jpg
d99c0d8c-ba19-40b0-ba2b-f7762c247b5f,"Music From ""Battlestar Galactica""",electronic,1978,Giorgio Moroder,17ddaf3e-c5dc-4be8-9f96-6f7e210cc4b8,13444004498,http://coverartarchive.org/release/17ddaf3e-c5dc-4be8-9f96-6f7e210cc4b8/13444004498-250.jpg,1970s,Giorgio_Moroder_Music_From__Battlestar_Galactica_.jpg
fe309c21-35ee-3ebc-bb81-9364faaffdd0,Music Makers Ltd,electronic,1978,Azoto,546c182d-05ff-4325-9140-8cd240bc0e3d,13440526955,http://coverartarchive.org/release/546c182d-05ff-4325-9140-8cd240bc0e3d/13440526955-250.jpg,1970s,Azoto_Music_Makers_Ltd.jpg
101e413c-7965-4485-a036-b5bf5146b7ff,Space Dance,electronic,1978,Motown Sounds,98da0410-c8ce-4f10-bd8b-e63c930c45af,37380690926,http://coverartarchive.org/release/98da0410-c8ce-4f10-bd8b-e63c930c45af/37380690926-250.jpg,1970s,Motown_Sounds_Space_Dance.jpg
7ec5bf60-2c2e-3bc8-884a-1be75fd0b2e1,The Garden of Love,electronic,1978,Don Ray,df84a7f0-3624-48da-ab6f-b5b2f1ebc04f,38586764823,http://coverartarchive.org/release/df84a7f0-3624-48da-ab6f-b5b2f1ebc04f/38586764823-250.jpg,1970s,Don_Ray_The_Garden_of_Love.jpg
e4fa7b83-d14a-3093-a17f-ea46ad308cd8,Dune,electronic,1979,Klaus Schulze,f341c784-c447-4477-95ca-d0be7716ed31,13570230500,http://coverartarchive.org/release/f341c784-c447-4477-95ca-d0be7716ed31/13570230500-250.jpg,1970s,Klaus_Schulze_Dune.jpg
dd6f7e8c-b2e1-4e36-8969-bc0ede87387e,Elektronische Impressionen,electronic,1979,Oskar Sala,525b90bd-3c9f-4b22-a721-9f9f34adec02,30115244987,http://coverartarchive.org/release/525b90bd-3c9f-4b22-a721-9f9f34adec02/30115244987-250.jpg,1970s,Oskar_Sala_Elektronische_Impressionen.jpg
6a20696f-8372-380a-bb8b-7f945f605289,Full Moon Story,electronic,1979,喜多郎,5708f4d6-b431-3aba-b17d-f11d793e74d0,22435516237,http://coverartarchive.org/release/5708f4d6-b431-3aba-b17d-f11d793e74d0/22435516237-250.jpg,1970s,喜多郎_Full_Moon_Story.jpg
971f6c0e-dd28-331d-bcf3-2d140cdaa5c3,Hybrid Kids,electronic,1979,Morgan Fisher,d85249b3-5c68-4f18-ad23-f9273f1b9f9e,1051246454,http://coverartarchive.org/release/d85249b3-5c68-4f18-ad23-f9273f1b9f9e/1051246454-250.jpg,1970s,Morgan_Fisher_Hybrid_Kids.jpg
74e56766-c284-36e7-b899-e5115bcbb68e,Keep On Dancin’,electronic,1979,Gary’s Gang,8897d015-c4b1-4a20-9bd0-2df1874ce7c3,35291749728,http://coverartarchive.org/release/8897d015-c4b1-4a20-9bd0-2df1874ce7c3/35291749728-250.jpg,1970s,Gary’s_Gang_Keep_On_Dancin’.jpg
